,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2019/2/11,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/12,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/13,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/14,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/15,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/18,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/19,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/20,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/21,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/22,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/25,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/26,50ETF沽2015年4月2.25,认沽,2.25,2015/4/22 0:00,0.0001
2019/2/1,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/11,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/12,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/13,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/14,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/15,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/18,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/19,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/20,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/21,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/22,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/25,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/26,50ETF沽2015年4月2.30,认沽,2.3,2015/4/22 0:00,0.0001
2019/2/1,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/11,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/12,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/13,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/14,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/15,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/18,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/19,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/20,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/21,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/22,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/25,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/26,50ETF沽2015年4月2.35,认沽,2.35,2015/4/22 0:00,0.0001
2019/2/1,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/11,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/12,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/13,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/14,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/15,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/18,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/19,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/20,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/21,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/22,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/25,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/26,50ETF沽2015年4月2.40,认沽,2.4,2015/4/22 0:00,0.0001
2019/2/1,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/11,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/12,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/13,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/14,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/15,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/18,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/19,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/20,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/21,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/22,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/25,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/26,50ETF购2015年6月2.20,认购,2.2,2015/6/24 0:00,0.8009
2019/2/1,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/11,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/12,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/13,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/14,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/15,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/18,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/19,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/20,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/21,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/22,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/25,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/26,50ETF购2015年6月2.25,认购,2.25,2015/6/24 0:00,0.7596
2019/2/1,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/11,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/12,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/13,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/14,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/15,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/18,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/19,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/20,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/21,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/22,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/25,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/26,50ETF购2015年6月2.30,认购,2.3,2015/6/24 0:00,0.7014
2019/2/1,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/11,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/12,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/13,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/14,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/15,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/18,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/19,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/20,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/21,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/22,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/25,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/26,50ETF购2015年6月2.35,认购,2.35,2015/6/24 0:00,0.6558
2019/2/1,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/11,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/12,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/13,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/14,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/15,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/18,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/19,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/20,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/21,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/22,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/25,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/26,50ETF购2015年6月2.40,认购,2.4,2015/6/24 0:00,0.615
2019/2/1,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/11,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/12,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/13,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/14,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/15,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/18,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/19,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/20,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/21,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/22,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/25,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/26,50ETF沽2015年6月2.20,认沽,2.2,2015/6/24 0:00,0.0001
2019/2/1,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/11,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/12,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/13,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/14,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/15,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/18,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/19,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/20,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/21,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/22,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/25,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/26,50ETF沽2015年6月2.25,认沽,2.25,2015/6/24 0:00,0.0001
2019/2/1,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/11,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/12,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/13,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/14,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/15,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/18,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/19,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/20,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/21,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/22,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/25,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/26,50ETF沽2015年6月2.30,认沽,2.3,2015/6/24 0:00,0.0001
2019/2/1,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/11,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/12,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/13,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/14,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/15,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/18,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/19,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/20,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/21,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/22,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/25,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/26,50ETF沽2015年6月2.35,认沽,2.35,2015/6/24 0:00,0.0001
2019/2/1,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/11,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/12,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/13,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/14,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/15,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/18,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/19,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/20,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/21,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/22,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/25,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/26,50ETF沽2015年6月2.40,认沽,2.4,2015/6/24 0:00,0.0001
2019/2/1,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/11,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/12,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/13,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/14,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/15,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/18,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/19,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/20,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/21,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/22,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/25,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/26,50ETF购2015年9月2.20,认购,2.2,2015/9/23 0:00,0.0001
2019/2/1,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/11,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/12,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/13,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/14,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/15,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/18,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/19,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/20,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/21,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/22,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/25,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/26,50ETF购2015年9月2.25,认购,2.25,2015/9/23 0:00,0.0001
2019/2/1,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/11,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/12,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/13,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/14,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/15,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/18,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/19,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/20,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/21,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/22,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/25,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/26,50ETF购2015年9月2.30,认购,2.3,2015/9/23 0:00,0.0001
2019/2/1,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/11,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/12,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/13,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/14,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/15,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/18,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/19,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/20,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/21,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/22,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/25,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/26,50ETF购2015年9月2.35,认购,2.35,2015/9/23 0:00,0.0001
2019/2/1,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/11,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/12,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/13,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/14,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/15,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/18,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/19,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/20,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/21,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/22,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/25,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/26,50ETF购2015年9月2.40,认购,2.4,2015/9/23 0:00,0.0001
2019/2/1,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/11,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/12,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/13,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/14,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/15,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/18,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/19,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/20,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/21,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/22,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/25,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/26,50ETF沽2015年9月2.20,认沽,2.2,2015/9/23 0:00,0.004
2019/2/1,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/11,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/12,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/13,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/14,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/15,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/18,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/19,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/20,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/21,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/22,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/25,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/26,50ETF沽2015年9月2.25,认沽,2.25,2015/9/23 0:00,0.065
2019/2/1,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/11,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/12,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/13,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/14,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/15,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/18,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/19,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/20,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/21,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/22,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/25,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/26,50ETF沽2015年9月2.30,认沽,2.3,2015/9/23 0:00,0.1185
2019/2/1,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/11,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/12,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/13,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/14,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/15,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/18,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/19,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/20,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/21,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/22,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/25,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/26,50ETF沽2015年9月2.35,认沽,2.35,2015/9/23 0:00,0.1695
2019/2/1,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/11,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/12,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/13,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/14,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/15,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/18,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/19,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/20,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/21,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
2019/2/22,50ETF沽2015年9月2.40,认沽,2.4,2015/9/23 0:00,0.2257
